2015,1,72.24353465663512
2015,2,67.92680475124362
2015,3,67.368203830674
2015,4,66.33542222285844
2015,5,67.1527864014418
2015,6,67.47333529382853
2015,7,69.10027810934412
2015,8,71.51706317447139
2015,9,75.07220158695802
2015,10,77.71742168042198
2015,11,78.54683476611947
2015,12,76.7816334946174
2016,1,73.63444745657569
2016,2,70.6375594227688
2016,3,69.20534739980239
2016,4,68.93764869266629
2016,5,69.42760314820565
2016,6,70.28460161823368
2016,7,71.77522342789214
2016,8,74.43655041044303
2016,9,77.83010451447984
2016,10,80.56990187982004
2016,11,81.34733153717166
2016,12,79.70449374050338
2017,1,76.56173464063053
2017,2,73.60512570501645
2017,3,72.19441653540201
2017,4,71.92167339226545
2017,5,72.42534591759994
2017,6,73.35259137796946
2017,7,74.87906552184276
2017,8,77.53892215301254
2017,9,80.89124665955215
2017,10,83.61844814986367
2017,11,84.43243117612052
2017,12,82.86214234138393
2018,1,79.76614265294907
2018,2,76.79870715971578
2018,3,75.33453274346292
2018,4,75.02125273258828
2018,5,75.53355553946452
2018,6,76.50544741100433
